1.473684211,1.263157895,0.15,0.525
1.105263158,0.763157895,0.475,0.225
1.394736842,0.684210526,0.425,0.3
1.842105263,1.921052632,0.675,0.925
0.894736842,0.842105263,0.1,0.25
0.973684211,0.842105263,0.425,0.275
2.578947368,0.684210526,0.95,0.05
1.605263158,1.526315789,0.525,0.85
2.447368421,1.894736842,0.775,0.85
2.236842105,1.368421053,0.9,0.45
1.684210526,1.078947368,0.85,0.425
1.157894737,2.315789474,0.25,0.95
1.105263158,1.894736842,0.475,0.85
1.157894737,0.473684211,0.225,0.15
2.289473684,1.105263158,0.925,0.425
1.368421053,1.631578947,0.275,0.9
1.263157895,0.947368421,0.3,0.675
1.473684211,1.526315789,0.525,0.775
0.842105263,0.526315789,0.05,0.1
1.131578947,1.026315789,0.45,0.525
2.289473684,1.894736842,0.925,0.85
2.236842105,0.868421053,0.9,0.475
1.394736842,1.026315789,0.425,0.525
1.842105263,0.842105263,0.675,0.25
1.473684211,0.763157895,0.525,0.225
0.973684211,0.684210526,0.425,0.05
1.368421053,1.526315789,0.275,0.775
1.473684211,1.526315789,0.15,0.85
1.263157895,0.526315789,0.3,0.1
2.578947368,1.368421053,0.95,0.45
1.684210526,2.315789474,0.85,0.95
2.447368421,1.078947368,0.775,0.425
1.605263158,0.684210526,0.525,0.3
1.105263158,0.473684211,0.475,0.15
0.894736842,1.105263158,0.1,0.425
1.157894737,1.921052632,0.25,0.925
1.131578947,0.842105263,0.45,0.275
2.368421053,1.263157895,0.85,0.525
1.157894737,1.631578947,0.225,0.9
0.842105263,0.947368421,0.05,0.675
2.236842105,1.894736842,0.9,0.85
1.473684211,1.526315789,0.15,0.775
1.473684211,0.868421053,0.525,0.475
2.578947368,1.026315789,0.95,0.525
1.263157895,1.368421053,0.3,0.45
1.842105263,0.526315789,0.675,0.1
1.368421053,1.526315789,0.275,0.85
1.394736842,0.842105263,0.425,0.25
0.973684211,0.763157895,0.425,0.225
2.289473684,0.684210526,0.925,0.05
1.684210526,1.263157895,0.85,0.525
1.605263158,0.947368421,0.525,0.675
2.368421053,0.473684211,0.85,0.15
0.894736842,1.921052632,0.1,0.925
1.157894737,0.684210526,0.25,0.3
0.842105263,1.105263158,0.05,0.425
1.157894737,2.315789474,0.225,0.95
2.447368421,1.631578947,0.775,0.9
1.131578947,1.078947368,0.45,0.425
1.105263158,0.842105263,0.475,0.275
1.842105263,1.105263158,0.675,0.425
1.157894737,1.894736842,0.225,0.85
1.473684211,1.631578947,0.15,0.9
0.842105263,0.684210526,0.05,0.3
1.368421053,1.026315789,0.275,0.525
1.131578947,0.526315789,0.45,0.1
1.684210526,0.842105263,0.85,0.25
1.473684211,1.078947368,0.525,0.425
2.289473684,2.315789474,0.925,0.95
1.105263158,1.526315789,0.475,0.775
2.236842105,1.263157895,0.9,0.525
2.447368421,0.763157895,0.775,0.225
1.605263158,0.473684211,0.525,0.15
2.578947368,0.947368421,0.95,0.675
1.157894737,0.684210526,0.25,0.05
1.263157895,1.921052632,0.3,0.925
1.394736842,1.368421053,0.425,0.45
0.894736842,0.842105263,0.1,0.275
0.973684211,0.868421053,0.425,0.475
2.368421053,1.526315789,0.85,0.85
1.605263158,1.921052632,0.525,0.925
2.447368421,0.526315789,0.775,0.1
1.105263158,0.947368421,0.475,0.675
1.473684211,0.842105263,0.15,0.25
1.473684211,1.105263158,0.525,0.425
1.157894737,0.842105263,0.225,0.275
1.131578947,0.684210526,0.45,0.05
2.368421053,0.684210526,0.85,0.3
2.578947368,1.078947368,0.95,0.425
2.236842105,1.526315789,0.9,0.85
0.842105263,1.526315789,0.05,0.775
1.684210526,0.868421053,0.85,0.475
0.894736842,1.026315789,0.1,0.525
2.289473684,1.263157895,0.925,0.525
1.368421053,0.473684211,0.275,0.15
1.263157895,2.315789474,0.3,0.95
1.394736842,1.894736842,0.425,0.85
1.842105263,1.368421053,0.675,0.45
0.973684211,1.631578947,0.425,0.9
1.157894737,0.763157895,0.25,0.225
1.605263158,0.684210526,0.525,0.05
1.105263158,1.105263158,0.475,0.425
2.578947368,0.526315789,0.95,0.1
1.131578947,0.842105263,0.45,0.25
2.236842105,0.947368421,0.9,0.675
2.447368421,1.921052632,0.775,0.925
1.473684211,1.078947368,0.15,0.425
2.368421053,0.842105263,0.85,0.275
1.157894737,1.526315789,0.225,0.85
1.473684211,0.684210526,0.525,0.3
1.684210526,1.526315789,0.85,0.775
1.394736842,2.315789474,0.425,0.95
1.842105263,0.763157895,0.675,0.225
0.973684211,1.894736842,0.425,0.85
1.157894737,1.026315789,0.25,0.525
0.842105263,0.473684211,0.05,0.15
1.368421053,1.263157895,0.275,0.525
2.289473684,1.368421053,0.925,0.45
0.894736842,1.631578947,0.1,0.9
1.263157895,0.868421053,0.3,0.475
1.105263158,2.315789474,0.475,0.95
1.473684211,0.684210526,0.15,0.3
1.473684211,0.526315789,0.525,0.1
2.368421053,0.684210526,0.85,0.05
1.157894737,1.105263158,0.225,0.425
2.236842105,1.921052632,0.9,0.925
1.368421053,0.842105263,0.275,0.25
2.447368421,1.026315789,0.775,0.525
1.684210526,1.368421053,0.85,0.45
0.973684211,0.947368421,0.425,0.675
2.578947368,1.631578947,0.95,0.9
1.394736842,1.078947368,0.425,0.425
1.157894737,0.868421053,0.25,0.475
0.842105263,1.263157895,0.05,0.525
2.289473684,0.763157895,0.925,0.225
1.263157895,0.842105263,0.3,0.275
1.131578947,1.526315789,0.45,0.775
1.605263158,1.894736842,0.525,0.85
1.842105263,1.526315789,0.675,0.85
0.894736842,0.473684211,0.1,0.15
1.368421053,0.947368421,0.275,0.675
2.447368421,0.842105263,0.775,0.25
1.105263158,1.026315789,0.475,0.525
1.473684211,1.105263158,0.15,0.425
1.157894737,0.684210526,0.225,0.05
1.473684211,2.315789474,0.525,0.95
2.236842105,0.684210526,0.9,0.3
1.684210526,1.921052632,0.85,0.925
0.973684211,0.526315789,0.425,0.1
2.368421053,1.368421053,0.85,0.45
1.605263158,1.263157895,0.525,0.525
1.842105263,1.526315789,0.675,0.775
0.894736842,1.894736842,0.1,0.85
0.842105263,1.631578947,0.05,0.9
1.131578947,0.868421053,0.45,0.475
