2,1,1.368421053,1.263157895,0.275,0.525,0.56,0.63,0.83,0.88,0.51,0.6,0.74,0.8
3,2,2.289473684,1.368421053,0.925,0.45,0.72,0.57,0.91,0.88,0.7,0.51,0.85,0.75
1,2,1.105263158,2.315789474,0.475,0.95,0.52,1,0.81,1,0.32,1,0.67,1
2,1,2.236842105,1.921052632,0.9,0.925,1,0.72,0.99,0.91,0.77,0.7,0.97,0.85
3,1,2.447368421,1.026315789,0.775,0.525,0.79,0.59,0.93,0.87,0.68,0.58,0.89,0.74
1,1,1.684210526,1.368421053,0.85,0.45,0.71,0.57,0.92,0.88,0.77,0.51,0.83,0.75
1,0,0.973684211,0.947368421,0.425,0.675,0.57,0.6,0.86,0.88,0.64,0.61,0.75,0.81
1,3,2.578947368,1.631578947,0.95,0.9,1,1,1,0.99,1,0.77,1,0.97
3,0,1.394736842,1.078947368,0.425,0.425,0.59,0.57,0.88,0.86,0.54,0.64,0.76,0.75
1,5,1.131578947,1.526315789,0.45,0.775,0.57,0.79,0.88,0.93,0.51,0.68,0.75,0.89
4,3,1.605263158,1.894736842,0.525,0.85,0.59,0.85,0.87,0.95,0.58,0.74,0.74,0.89
1,1,1.842105263,1.526315789,0.675,0.85,0.6,0.71,0.88,0.92,0.61,0.77,0.81,0.83
3,2,1.368421053,0.947368421,0.275,0.675,0.56,0.6,0.83,0.88,0.51,0.61,0.74,0.81
3,2,1.105263158,1.026315789,0.475,0.525,0.52,0.59,0.81,0.87,0.32,0.58,0.67,0.74
4,2,1.473684211,2.315789474,0.525,0.95,0.63,1,0.88,1,0.6,1,0.8,1
1,0,1.684210526,1.921052632,0.85,0.925,0.71,0.72,0.92,0.91,0.77,0.7,0.83,0.85
2,2,2.368421053,1.368421053,0.85,0.45,0.85,0.57,0.95,0.88,0.74,0.51,0.89,0.75
1,0,1.605263158,1.263157895,0.525,0.525,0.59,0.63,0.87,0.88,0.58,0.6,0.74,0.8
2,1,1.842105263,1.526315789,0.675,0.775,0.6,0.79,0.88,0.93,0.61,0.68,0.81,0.89
1,0,1.131578947,0.868421053,0.45,0.475,0.57,0.52,0.88,0.81,0.51,0.32,0.75,0.67
1,2,1.394736842,1.526315789,0.425,0.85,0.59,0.71,0.88,0.92,0.54,0.77,0.76,0.83
2,0,2.578947368,0.842105263,0.95,0.275,1,0.56,1,0.83,1,0.51,1,0.74
0,1,1.394736842,1.631578947,0.425,0.9,0.59,1,0.88,0.99,0.54,0.77,0.76,0.97
1,3,1.605263158,1.078947368,0.525,0.425,0.59,0.57,0.87,0.86,0.58,0.64,0.74,0.75
2,1,2.578947368,1.526315789,0.95,0.775,1,0.79,1,0.93,1,0.68,1,0.89
2,1,2.289473684,0.868421053,0.925,0.475,0.72,0.52,0.91,0.81,0.7,0.32,0.85,0.67
0,1,1.842105263,1.894736842,0.675,0.85,0.6,0.85,0.88,0.95,0.61,0.74,0.81,0.89
1,1,1.368421053,1.105263158,0.275,0.425,0.56,0.59,0.83,0.88,0.51,0.54,0.74,0.76
3,0,2.236842105,1.026315789,0.9,0.525,1,0.59,0.99,0.87,0.77,0.58,0.97,0.74
0,2,1.473684211,0.947368421,0.525,0.675,0.63,0.6,0.88,0.88,0.6,0.61,0.8,0.81
1,4,0.973684211,1.921052632,0.425,0.925,0.57,0.72,0.86,0.91,0.64,0.7,0.75,0.85
1,0,1.473684211,1.368421053,0.525,0.45,0.63,0.57,0.88,0.88,0.6,0.51,0.8,0.75
1,0,2.368421053,2.315789474,0.85,0.95,0.85,1,0.95,1,0.74,1,0.89,1
1,4,1.368421053,1.921052632,0.275,0.925,0.56,0.72,0.83,0.91,0.51,0.7,0.74,0.85
2,0,2.447368421,1.105263158,0.775,0.425,0.79,0.59,0.93,0.88,0.68,0.54,0.89,0.76
3,0,1.842105263,1.078947368,0.675,0.425,0.6,0.57,0.88,0.86,0.61,0.64,0.81,0.75
2,1,2.578947368,0.868421053,0.95,0.475,1,0.52,1,0.81,1,0.32,1,0.67
0,2,1.131578947,1.526315789,0.45,0.85,0.57,0.71,0.88,0.92,0.51,0.77,0.75,0.83
3,3,1.605263158,1.526315789,0.525,0.775,0.59,0.79,0.87,0.93,0.58,0.68,0.74,0.89
2,0,2.289473684,1.631578947,0.925,0.9,0.72,1,0.91,0.99,0.7,0.77,0.85,0.97
1,0,1.105263158,1.078947368,0.475,0.425,0.52,0.57,0.81,0.86,0.32,0.64,0.67,0.75
3,0,1.131578947,1.105263158,0.45,0.425,0.57,0.59,0.88,0.88,0.51,0.54,0.75,0.76
0,3,1.473684211,1.631578947,0.525,0.9,0.63,1,0.88,0.99,0.6,0.77,0.8,0.97
4,0,1.842105263,2.315789474,0.675,0.95,0.6,1,0.88,1,0.61,1,0.81,1
1,1,1.684210526,1.894736842,0.85,0.85,0.71,0.85,0.92,0.95,0.77,0.74,0.83,0.89
2,2,1.605263158,0.842105263,0.525,0.275,0.59,0.56,0.87,0.83,0.58,0.51,0.74,0.74
0,1,1.394736842,0.947368421,0.425,0.675,0.59,0.6,0.88,0.88,0.54,0.61,0.76,0.81
2,2,2.578947368,1.921052632,0.95,0.925,1,0.72,1,0.91,1,0.7,1,0.85
3,0,0.973684211,1.263157895,0.425,0.525,0.57,0.63,0.86,0.88,0.64,0.6,0.75,0.8
2,1,2.447368421,0.868421053,0.775,0.475,0.79,0.52,0.93,0.81,0.68,0.32,0.89,0.67
1,2,2.447368421,0.842105263,0.775,0.275,0.79,0.56,0.93,0.83,0.68,0.51,0.89,0.74
0,2,1.605263158,1.105263158,0.525,0.425,0.59,0.59,0.87,0.88,0.58,0.54,0.74,0.76
1,0,1.105263158,1.263157895,0.475,0.525,0.52,0.63,0.81,0.88,0.32,0.6,0.67,0.8
1,1,2.368421053,1.631578947,0.85,0.9,0.85,1,0.95,0.99,0.74,0.77,0.89,0.97
0,4,1.131578947,2.315789474,0.45,0.95,0.57,1,0.88,1,0.51,1,0.75,1
3,1,2.236842105,1.526315789,0.9,0.775,1,0.79,0.99,0.93,0.77,0.68,0.97,0.89
6,3,1.842105263,1.026315789,0.675,0.525,0.6,0.59,0.88,0.87,0.61,0.58,0.81,0.74
1,3,0.973684211,1.368421053,0.425,0.45,0.57,0.57,0.86,0.88,0.64,0.51,0.75,0.75
2,1,1.368421053,0.868421053,0.275,0.475,0.56,0.52,0.83,0.81,0.51,0.32,0.74,0.67
0,3,1.473684211,1.526315789,0.525,0.85,0.63,0.71,0.88,0.92,0.6,0.77,0.8,0.83
2,0,1.684210526,0.842105263,0.85,0.275,0.71,0.56,0.92,0.83,0.77,0.51,0.83,0.74
2,0,2.368421053,1.921052632,0.85,0.925,0.85,0.72,0.95,0.91,0.74,0.7,0.89,0.85
1,1,1.105263158,1.631578947,0.475,0.9,0.52,1,0.81,0.99,0.32,0.77,0.67,0.97
0,2,1.605263158,2.315789474,0.525,0.95,0.59,1,0.87,1,0.58,1,0.74,1
1,1,1.368421053,1.368421053,0.275,0.45,0.56,0.57,0.83,0.88,0.51,0.51,0.74,0.75
3,1,1.473684211,1.894736842,0.525,0.85,0.63,0.85,0.88,0.95,0.6,0.74,0.8,0.89
1,1,1.684210526,1.026315789,0.85,0.525,0.71,0.59,0.92,0.87,0.77,0.58,0.83,0.74
3,4,1.368421053,1.078947368,0.275,0.425,0.56,0.57,0.83,0.86,0.51,0.64,0.74,0.75
3,1,2.368421053,1.526315789,0.85,0.775,0.85,0.79,0.95,0.93,0.74,0.68,0.89,0.89
3,2,2.289473684,0.947368421,0.925,0.675,0.72,0.6,0.91,0.88,0.7,0.61,0.85,0.81
1,2,1.131578947,1.631578947,0.45,0.9,0.57,1,0.88,0.99,0.51,0.77,0.75,0.97
3,2,1.605263158,1.368421053,0.525,0.45,0.59,0.57,0.87,0.88,0.58,0.51,0.74,0.75
2,1,2.368421053,0.868421053,0.85,0.475,0.85,0.52,0.95,0.81,0.74,0.32,0.89,0.67
1,0,1.394736842,0.842105263,0.425,0.275,0.59,0.56,0.88,0.83,0.54,0.51,0.76,0.74
2,3,1.131578947,1.263157895,0.45,0.525,0.57,0.63,0.88,0.88,0.51,0.6,0.75,0.8
2,1,2.289473684,1.078947368,0.925,0.425,0.72,0.57,0.91,0.86,0.7,0.64,0.85,0.75
1,1,2.578947368,1.894736842,0.95,0.85,1,0.85,1,0.95,1,0.74,1,0.89
3,1,2.368421053,0.947368421,0.85,0.675,0.85,0.6,0.95,0.88,0.74,0.61,0.89,0.81
0,2,1.105263158,1.921052632,0.475,0.925,0.52,0.72,0.81,0.91,0.32,0.7,0.67,0.85
1,2,2.236842105,1.105263158,0.9,0.425,1,0.59,0.99,0.88,0.77,0.54,0.97,0.76
0,0,0.973684211,1.026315789,0.425,0.525,0.57,0.59,0.86,0.87,0.64,0.58,0.75,0.74
2,2,2.447368421,2.315789474,0.775,0.95,0.79,1,0.93,1,0.68,1,0.89,1
1,1,1.684210526,0.947368421,0.85,0.675,0.71,0.6,0.92,0.88,0.77,0.61,0.83,0.81
3,0,2.447368421,1.368421053,0.775,0.45,0.79,0.57,0.93,0.88,0.68,0.51,0.89,0.75
3,1,0.973684211,1.105263158,0.425,0.425,0.57,0.59,0.86,0.88,0.64,0.54,0.75,0.76
2,1,2.236842105,2.315789474,0.9,0.95,1,1,0.99,1,0.77,1,0.97,1
2,2,2.368421053,1.026315789,0.85,0.525,0.85,0.59,0.95,0.87,0.74,0.58,0.89,0.74
4,0,2.289473684,0.842105263,0.925,0.275,0.72,0.56,0.91,0.83,0.7,0.51,0.85,0.74
1,3,1.605263158,1.631578947,0.525,0.9,0.59,1,0.87,0.99,0.58,0.77,0.74,0.97
4,2,1.842105263,1.263157895,0.675,0.525,0.6,0.63,0.88,0.88,0.61,0.6,0.81,0.8
3,0,1.394736842,1.526315789,0.425,0.775,0.59,0.79,0.88,0.93,0.54,0.68,0.76,0.89
4,0,2.289473684,1.026315789,0.925,0.525,0.72,0.59,0.91,0.87,0.7,0.58,0.85,0.74
2,2,1.394736842,1.263157895,0.425,0.525,0.59,0.63,0.88,0.88,0.54,0.6,0.76,0.8
3,1,1.842105263,0.868421053,0.675,0.475,0.6,0.52,0.88,0.81,0.61,0.32,0.81,0.67
0,3,0.973684211,2.315789474,0.425,0.95,0.57,1,0.86,1,0.64,1,0.75,1
2,0,1.684210526,1.631578947,0.85,0.9,0.71,1,0.92,0.99,0.77,0.77,0.83,0.97
0,0,1.131578947,0.947368421,0.45,0.675,0.57,0.6,0.88,0.88,0.51,0.61,0.75,0.81
0,2,1.105263158,1.526315789,0.475,0.85,0.52,0.71,0.81,0.92,0.32,0.77,0.67,0.83
1,2,2.368421053,1.105263158,0.85,0.425,0.85,0.59,0.95,0.88,0.74,0.54,0.89,0.76
4,2,2.236842105,1.078947368,0.9,0.425,1,0.57,0.99,0.86,0.77,0.64,0.97,0.75
1,0,2.447368421,1.263157895,0.775,0.525,0.79,0.63,0.93,0.88,0.68,0.6,0.89,0.8
0,1,1.394736842,1.921052632,0.425,0.925,0.59,0.72,0.88,0.91,0.54,0.7,0.76,0.85
0,0,2.578947368,1.526315789,0.95,0.85,1,0.71,1,0.92,1,0.77,1,0.83
0,2,1.394736842,0.868421053,0.425,0.475,0.59,0.52,0.88,0.81,0.54,0.32,0.76,0.67
0,3,1.842105263,1.631578947,0.675,0.9,0.6,1,0.88,0.99,0.61,0.77,0.81,0.97
2,0,2.289473684,1.526315789,0.925,0.775,0.72,0.79,0.91,0.93,0.7,0.68,0.85,0.89
0,1,1.368421053,1.894736842,0.275,0.85,0.56,0.85,0.83,0.95,0.51,0.74,0.74,0.89
1,0,1.131578947,1.921052632,0.45,0.925,0.57,0.72,0.88,0.91,0.51,0.7,0.75,0.85
5,0,2.578947368,1.105263158,0.95,0.425,1,0.59,1,0.88,1,0.54,1,0.76
3,0,1.473684211,0.842105263,0.525,0.275,0.63,0.56,0.88,0.83,0.6,0.51,0.8,0.74
0,0,2.368421053,1.078947368,0.85,0.425,0.85,0.57,0.95,0.86,0.74,0.64,0.89,0.75
2,0,2.447368421,1.526315789,0.775,0.85,0.79,0.71,0.93,0.92,0.68,0.77,0.89,0.83
0,2,0.973684211,1.526315789,0.425,0.775,0.57,0.79,0.86,0.93,0.64,0.68,0.75,0.89
1,0,1.842105263,0.842105263,0.675,0.275,0.6,0.56,0.88,0.83,0.61,0.51,0.81,0.74
2,1,2.578947368,1.263157895,0.95,0.525,1,0.63,1,0.88,1,0.6,1,0.8
2,1,1.605263158,0.868421053,0.525,0.475,0.59,0.52,0.87,0.81,0.58,0.32,0.74,0.67
0,4,1.131578947,1.894736842,0.45,0.85,0.57,0.85,0.88,0.95,0.51,0.74,0.75,0.89
2,1,2.289473684,1.526315789,0.925,0.85,0.72,0.71,0.91,0.92,0.7,0.77,0.85,0.83
4,3,2.236842105,0.842105263,0.9,0.275,1,0.56,0.99,0.83,0.77,0.51,0.97,0.74
0,0,0.973684211,1.526315789,0.425,0.85,0.57,0.71,0.86,0.92,0.64,0.77,0.75,0.83
1,6,1.473684211,1.921052632,0.525,0.925,0.63,0.72,0.88,0.91,0.6,0.7,0.8,0.85
3,1,2.447368421,0.947368421,0.775,0.675,0.79,0.6,0.93,0.88,0.68,0.61,0.89,0.81
1,2,1.105263158,1.368421053,0.475,0.45,0.52,0.57,0.81,0.88,0.32,0.51,0.67,0.75
1,1,1.473684211,1.026315789,0.525,0.525,0.63,0.59,0.88,0.87,0.6,0.58,0.8,0.74
2,0,1.684210526,1.105263158,0.85,0.425,0.71,0.59,0.92,0.88,0.77,0.54,0.83,0.76
0,5,1.368421053,2.315789474,0.275,0.95,0.56,1,0.83,1,0.51,1,0.74,1
4,3,2.447368421,1.263157895,0.775,0.525,0.79,0.63,0.93,0.88,0.68,0.6,0.89,0.8
3,3,1.368421053,1.894736842,0.275,0.85,0.56,0.85,0.83,0.95,0.51,0.74,0.74,0.89
2,3,2.236842105,0.868421053,0.9,0.475,1,0.52,0.99,0.81,0.77,0.32,0.97,0.67
0,3,1.394736842,0.631578947,0.425,0.25,0.59,0.58,0.88,0.85,0.54,0.42,0.76,0.74
0,2,1.263157895,2.315789474,0.3,0.95,0.48,1,0.82,1,0.39,1,0.68,1
0,2,1.105263158,1.921052632,0.55,0.925,0.49,0.72,0.8,0.91,0.44,0.7,0.67,0.85
4,0,1.684210526,1.368421053,0.85,0.45,0.71,0.57,0.92,0.88,0.77,0.51,0.83,0.75
0,2,1.605263158,0.842105263,0.525,0.275,0.59,0.56,0.87,0.83,0.58,0.51,0.74,0.74
2,0,1.473684211,0.526315789,0.525,0.3,0.63,0.48,0.88,0.82,0.6,0.39,0.8,0.68
1,0,2.368421053,1.105263158,0.85,0.425,0.85,0.59,0.95,0.88,0.74,0.54,0.89,0.76
3,2,0.973684211,1.368421053,0.425,0.45,0.57,0.57,0.86,0.88,0.64,0.51,0.75,0.75
1,0,0.842105263,0.947368421,0.25,0.55,0.58,0.49,0.85,0.8,0.42,0.44,0.74,0.67
1,2,2.289473684,1.631578947,0.925,0.9,0.72,1,0.91,0.99,0.7,0.77,0.85,0.97
1,1,2.578947368,0.947368421,0.95,0.675,1,0.6,1,0.88,1,0.61,1,0.81
1,2,1.605263158,2.315789474,0.525,0.95,0.59,1,0.87,1,0.58,1,0.74,1
0,0,0.842105263,1.078947368,0.25,0.425,0.58,0.57,0.85,0.86,0.42,0.64,0.74,0.75
3,0,1.105263158,1.368421053,0.55,0.45,0.49,0.57,0.8,0.88,0.44,0.51,0.67,0.75
0,0,1.368421053,0.526315789,0.275,0.3,0.56,0.48,0.83,0.82,0.51,0.39,0.74,0.68
2,0,1.684210526,1.263157895,0.85,0.525,0.71,0.63,0.92,0.88,0.77,0.6,0.83,0.8
2,0,2.236842105,0.947368421,0.9,0.675,1,0.6,0.99,0.88,0.77,0.61,0.97,0.81
4,0,2.368421053,1.526315789,0.85,0.775,0.85,0.79,0.95,0.93,0.74,0.68,0.89,0.89
1,1,2.289473684,0.868421053,0.925,0.475,0.72,0.52,0.91,0.81,0.7,0.32,0.85,0.67
5,0,2.578947368,1.894736842,0.95,0.85,1,0.85,1,0.95,1,0.74,1,0.89
3,0,2.447368421,1.026315789,0.775,0.525,0.79,0.59,0.93,0.87,0.68,0.58,0.89,0.74
0,3,1.842105263,1.921052632,0.675,0.925,0.6,0.72,0.88,0.91,0.61,0.7,0.81,0.85
1,2,1.473684211,1.631578947,0.525,0.9,0.63,1,0.88,0.99,0.6,0.77,0.8,0.97
0,2,0.973684211,0.842105263,0.425,0.275,0.57,0.56,0.86,0.83,0.64,0.51,0.75,0.74
1,0,1.105263158,1.105263158,0.475,0.425,0.52,0.59,0.81,0.88,0.32,0.54,0.67,0.76
2,0,1.131578947,0.631578947,0.45,0.25,0.57,0.58,0.88,0.85,0.51,0.42,0.75,0.74
2,1,1.605263158,0.526315789,0.525,0.3,0.59,0.48,0.87,0.82,0.58,0.39,0.74,0.68
0,1,1.394736842,1.078947368,0.425,0.425,0.59,0.57,0.88,0.86,0.54,0.64,0.76,0.75
1,1,0.842105263,1.263157895,0.25,0.525,0.58,0.63,0.85,0.88,0.42,0.6,0.74,0.8
1,1,2.368421053,0.868421053,0.85,0.475,0.85,0.52,0.95,0.81,0.74,0.32,0.89,0.67
0,6,1.368421053,2.315789474,0.275,0.95,0.56,1,0.83,1,0.51,1,0.74,1
0,0,2.236842105,1.526315789,0.9,0.775,1,0.79,0.99,0.93,0.77,0.68,0.97,0.89
4,0,1.684210526,0.947368421,0.85,0.675,0.71,0.6,0.92,0.88,0.77,0.61,0.83,0.81
2,3,1.131578947,1.921052632,0.45,0.925,0.57,0.72,0.88,0.91,0.51,0.7,0.75,0.85
0,0,1.105263158,0.631578947,0.475,0.25,0.52,0.58,0.81,0.85,0.32,0.42,0.67,0.74
2,1,1.842105263,1.026315789,0.675,0.525,0.6,0.59,0.88,0.87,0.61,0.58,0.81,0.74
5,0,2.578947368,1.105263158,0.95,0.425,1,0.59,1,0.88,1,0.54,1,0.76
0,1,0.973684211,1.526315789,0.425,0.85,0.57,0.71,0.86,0.92,0.64,0.77,0.75,0.83
2,3,1.473684211,1.894736842,0.525,0.85,0.63,0.85,0.88,0.95,0.6,0.74,0.8,0.89
1,0,1.263157895,0.947368421,0.3,0.55,0.48,0.49,0.82,0.8,0.39,0.44,0.68,0.67
0,4,0.842105263,1.921052632,0.25,0.925,0.58,0.72,0.85,0.91,0.42,0.7,0.74,0.85
0,0,1.605263158,1.263157895,0.525,0.525,0.59,0.63,0.87,0.88,0.58,0.6,0.74,0.8
4,0,1.684210526,1.105263158,0.85,0.425,0.71,0.59,0.92,0.88,0.77,0.54,0.83,0.76
0,1,2.236842105,2.315789474,0.9,0.95,1,1,0.99,1,0.77,1,0.97,1
2,0,2.447368421,0.526315789,0.775,0.3,0.79,0.48,0.93,0.82,0.68,0.39,0.89,0.68
0,1,1.842105263,0.868421053,0.675,0.475,0.6,0.52,0.88,0.81,0.61,0.32,0.81,0.67
1,1,1.105263158,1.894736842,0.55,0.85,0.49,0.85,0.8,0.95,0.44,0.74,0.67,0.89
0,0,2.368421053,1.526315789,0.85,0.85,0.85,0.71,0.95,0.92,0.74,0.77,0.89,0.83
1,1,1.105263158,1.368421053,0.475,0.45,0.52,0.57,0.81,0.88,0.32,0.51,0.67,0.75
2,1,1.394736842,1.631578947,0.425,0.9,0.59,1,0.88,0.99,0.54,0.77,0.76,0.97
1,0,2.289473684,1.026315789,0.925,0.525,0.72,0.59,0.91,0.87,0.7,0.58,0.85,0.74
2,1,1.368421053,1.526315789,0.275,0.775,0.56,0.79,0.83,0.93,0.51,0.68,0.74,0.89
1,1,1.263157895,0.947368421,0.3,0.675,0.48,0.6,0.82,0.88,0.39,0.61,0.68,0.81
2,2,0.973684211,0.947368421,0.425,0.55,0.57,0.49,0.86,0.8,0.64,0.44,0.75,0.67
0,3,1.131578947,0.526315789,0.45,0.3,0.57,0.48,0.88,0.82,0.51,0.39,0.75,0.68
4,2,2.236842105,0.842105263,0.9,0.275,1,0.56,0.99,0.83,0.77,0.51,0.97,0.74
2,1,0.842105263,1.526315789,0.25,0.85,0.58,0.71,0.85,0.92,0.42,0.77,0.74,0.83
3,0,2.578947368,0.868421053,0.95,0.475,1,0.52,1,0.81,1,0.32,1,0.67
1,0,1.105263158,1.105263158,0.55,0.425,0.49,0.59,0.8,0.88,0.44,0.54,0.67,0.76
2,5,1.842105263,1.526315789,0.675,0.775,0.6,0.79,0.88,0.93,0.61,0.68,0.81,0.89
4,1,2.289473684,1.894736842,0.925,0.85,0.72,0.85,0.91,0.95,0.7,0.74,0.85,0.89
1,0,1.684210526,1.921052632,0.85,0.925,0.71,0.72,0.92,0.91,0.77,0.7,0.83,0.85
2,2,1.394736842,1.368421053,0.425,0.45,0.59,0.57,0.88,0.88,0.54,0.51,0.76,0.75
3,0,2.368421053,0.631578947,0.85,0.25,0.85,0.58,0.95,0.85,0.74,0.42,0.89,0.74
0,1,1.605263158,1.631578947,0.525,0.9,0.59,1,0.87,0.99,0.58,0.77,0.74,0.97
1,1,1.263157895,1.078947368,0.3,0.425,0.48,0.57,0.82,0.86,0.39,0.64,0.68,0.75
2,0,1.473684211,0.947368421,0.525,0.675,0.63,0.6,0.88,0.88,0.6,0.61,0.8,0.81
1,0,1.105263158,0.947368421,0.475,0.55,0.52,0.49,0.81,0.8,0.32,0.44,0.67,0.67
0,1,1.105263158,1.026315789,0.55,0.525,0.49,0.59,0.8,0.87,0.44,0.58,0.67,0.74
0,1,0.973684211,0.868421053,0.425,0.475,0.57,0.52,0.86,0.81,0.64,0.32,0.75,0.67
1,4,1.131578947,1.894736842,0.45,0.85,0.57,0.85,0.88,0.95,0.51,0.74,0.75,0.89
